Header,GeneID,Gene,Prediction,OTHER,SP,mTP,CS Position,CS,Prob
NP_536340,5414,SEPTIN4,OTHER,0.999433,0.000489,0.000078,,,
NP_1243711,5414,SEPTIN4,OTHER,0.988034,0.000713,0.011253,,,
NP_4565,5414,SEPTIN4,OTHER,0.999955,0.000018,0.000026,,,
NP_1243751,5414,SEPTIN4,OTHER,0.999272,0.000606,0.000122,,,
NP_57161,51651,PTRH2,OTHER,0.922923,0.026398,0.050679,,,
NP_57444,51204,TACO1,mTP,0.056666,0.0033,0.940034,CS pos: 52-53. LHF-TA. Pr: 0.1707,52,0.1707
NP_9146,11232,POLG2,OTHER,0.690066,0.010541,0.299394,,,
NP_4101,2232,FDXR,mTP,0.035472,0.001297,0.963232,CS pos: 32-33. HHF-ST. Pr: 0.7776,32,0.7776
NP_1244944,2232,FDXR,mTP,0.043887,0.0008,0.955314,CS pos: 32-33. HHF-ST. Pr: 0.7720,32,0.772
NP_1244943,2232,FDXR,mTP,0.036644,0.001269,0.962087,CS pos: 32-33. HHF-ST. Pr: 0.7783,32,0.7783
NP_77728,2232,FDXR,mTP,0.035472,0.001297,0.963232,CS pos: 32-33. HHF-ST. Pr: 0.7776,32,0.7776
NP_1244945,2232,FDXR,OTHER,0.999863,0.000018,0.00012,,,
NP_1244941,2232,FDXR,mTP,0.14899,0.004225,0.846785,CS pos: 32-33. HHF-ST. Pr: 0.7719,32,0.7719
NP_1244942,2232,FDXR,mTP,0.416268,0.003381,0.58035,CS pos: 28-29. PTF-GG. Pr: 0.3185,28,0.3185
NP_1536,3396,MRPL58,mTP,0.098859,0.005246,0.895895,CS pos: 29-30. RRA-LH. Pr: 0.5746,29,0.5746
NP_6347,10476,ATP5PD,OTHER,0.969365,0.001646,0.028989,,,
NP_1003785,10476,ATP5PD,OTHER,0.953545,0.002627,0.043828,,,
NP_57055,51081,MRPS7,mTP,0.082808,0.000783,0.916409,CS pos: 34-35. VRW-SR. Pr: 0.6127,34,0.6127
NP_115867,64978,MRPL38,mTP,0.047047,0.000139,0.952814,CS pos: 26-27. VLG-RR. Pr: 0.3119,26,0.3119
NP_1079990,284184,NDUFAF8,OTHER,0.934065,0.013577,0.052358,,,
NP_2940,6182,MRPL12,mTP,0.015917,0.000028,0.984055,CS pos: 45-46. QRC-EA. Pr: 0.1967,45,0.1967
NP_1257882,1468,SLC25A10,OTHER,0.791297,0.067895,0.140808,,,
NP_36272,1468,SLC25A10,OTHER,0.768139,0.061929,0.169932,,,
NP_1034931,339229,OXLD1,OTHER,0.54422,0.000994,0.454786,,,
NP_1257817,1468,SLC25A10,OTHER,0.768139,0.061929,0.169932,,,
NP_8838,5831,PYCR1,OTHER,0.469143,0.226242,0.304615,,,
NP_722546,5831,PYCR1,OTHER,0.469143,0.226242,0.304615,,,
NP_1269210,5831,PYCR1,OTHER,0.998857,0.000645,0.000498,,,
NP_1269209,5831,PYCR1,OTHER,0.469143,0.226242,0.304615,,,
NP_1269208,5831,PYCR1,OTHER,0.4864,0.227733,0.285867,,,
NP_4095,2194,FASN,OTHER,0.999939,0.000052,0.000008,,,
NP_1182147,51181,DCXR,OTHER,0.698234,0.004194,0.297572,,,
NP_57370,51181,DCXR,OTHER,0.666579,0.004917,0.328504,,,
NP_1122099,56907,SPIRE1,OTHER,0.999976,0.000018,0.000006,,,
NP_1122098,56907,SPIRE1,OTHER,0.999998,0.000002,0,,,
NP_64533,56907,SPIRE1,OTHER,0.999998,0.000002,0,,,
NP_624,596,BCL2,OTHER,0.999982,0.000009,0.000009,,,
NP_60500,114876,OSBPL1A,OTHER,0.999915,0.000033,0.000053,,,
NP_1229437,114876,OSBPL1A,OTHER,0.999974,0.000013,0.000013,,,
NP_542164,114876,OSBPL1A,OTHER,0.99985,0.000066,0.000084,,,
NP_6102,10449,ACAA2,OTHER,0.646078,0.048038,0.305884,,,
NP_73751,64863,METTL4,OTHER,0.995547,0.0039,0.000553,,,
NP_66552,4729,NDUFV2,mTP,0.000827,0.000011,0.999162,CS pos: 32-33. MQN-GA. Pr: 0.2862,32,0.2862
NP_1135877,10650,PRELID3A,OTHER,0.993798,0.000839,0.005363,,,
NP_6544,10650,PRELID3A,OTHER,0.993798,0.000839,0.005363,,,
NP_6787,10939,AFG3L2,mTP,0.201334,0.001654,0.797012,CS pos: 65-66. QRF-CS. Pr: 0.2538,65,0.2538
NP_689565,125228,FAM210A,mTP,0.395849,0.000304,0.603847,CS pos: 96-97. RVF-SS. Pr: 0.6672,96,0.6672
NP_1092271,125228,FAM210A,mTP,0.395849,0.000304,0.603847,CS pos: 96-97. RVF-SS. Pr: 0.6672,96,0.6672
NP_1029344,147407,SLC25A52,OTHER,0.997862,0.000079,0.002058,,,
NP_4037,498,ATP5F1A,mTP,0.000109,0,0.999891,CS pos: 43-44. THL-QK. Pr: 0.3403,43,0.3403
NP_1001935,498,ATP5F1A,OTHER,0.998628,0.000168,0.001204,,,
NP_1244264,498,ATP5F1A,OTHER,0.998628,0.000168,0.001204,,,
NP_1244263,498,ATP5F1A,mTP,0.000106,0,0.999893,CS pos: 43-44. THL-QK. Pr: 0.3403,43,0.3403
NP_1001937,498,ATP5F1A,mTP,0.000109,0,0.999891,CS pos: 43-44. THL-QK. Pr: 0.3403,43,0.3403
NP_1161807,4200,ME2,mTP,0.014881,0.000415,0.984704,CS pos: 18-19. CRH-LH. Pr: 0.6370,18,0.637
NP_2387,4200,ME2,mTP,0.014881,0.000415,0.984704,CS pos: 18-19. CRH-LH. Pr: 0.6370,18,0.637
NP_131,2235,FECH,mTP,0.053063,0.003073,0.943864,CS pos: 36-37. WRW-KS. Pr: 0.3887,36,0.3887
NP_1012533,2235,FECH,mTP,0.04992,0.002279,0.947801,CS pos: 36-37. WRW-KS. Pr: 0.3959,36,0.3959
NP_66950,5366,PMAIP1,OTHER,0.999346,0.000363,0.000291,,,
NP_648,596,BCL2,OTHER,0.999982,0.00001,0.000009,,,
NP_54896,29090,TIMM21,OTHER,0.677892,0.000924,0.321184,,,
NP_787103,284273,ZADH2,OTHER,0.611228,0.004641,0.384131,,,
NP_1165438,79863,RBFA,mTP,0.021012,0.000043,0.978945,CS pos: 48-49. KKF-AS. Pr: 0.3086,48,0.3086
NP_79081,79863,RBFA,mTP,0.024222,0.000034,0.975745,CS pos: 48-49. KKF-AS. Pr: 0.3085,48,0.3085
NP_1161343,55101,DMAC2,mTP,0.247279,0.001044,0.751676,CS pos: 25-26. HRL-GA. Pr: 0.3650,25,0.365
NP_1161342,55101,DMAC2,mTP,0.169641,0.002185,0.828174,CS pos: 25-26. HRL-GA. Pr: 0.3651,25,0.3651
NP_1161340,55101,DMAC2,OTHER,0.756637,0.000771,0.242592,,,
NP_60505,55101,DMAC2,mTP,0.179058,0.001328,0.819614,CS pos: 25-26. HRL-GA. Pr: 0.3683,25,0.3683
NP_1161339,55101,DMAC2,OTHER,0.763619,0.000866,0.235515,,,
NP_1161341,55101,DMAC2,mTP,0.146304,0.001621,0.852075,CS pos: 25-26. HRL-GA. Pr: 0.3685,25,0.3685
NP_4137,4713,NDUFB7,OTHER,0.958085,0.00004,0.041874,,,
NP_1139443,112724,RDH13,SP,0.103944,0.851656,0.0444,CS pos: 17-18. AGA-AV. Pr: 0.3430,17,0.343
NP_612421,112724,RDH13,OTHER,0.999972,0.00002,0.000008,,,
NP_783313,126328,NDUFA11,OTHER,0.995592,0.000438,0.00397,,,
NP_1180304,126328,NDUFA11,OTHER,0.999532,0.000172,0.000296,,,
NP_6342,10469,TIMM44,mTP,0.069321,0.00001,0.93067,CS pos: 25-26. QFL-SS. Pr: 0.2272,25,0.2272
NP_116205,84902,CEP89,OTHER,0.793601,0.007439,0.19896,,,
NP_1389,1891,ECH1,mTP,0.054952,0.000037,0.94501,CS pos: 33-34. LRL-TG. Pr: 0.6186,33,0.6186
NP_1001563,92609,TIMM50,OTHER,0.800599,0.000956,0.198445,,,
NP_689572,126129,CPT1C,OTHER,0.999879,0.000012,0.000109,,,
NP_1186682,126129,CPT1C,OTHER,0.999879,0.000012,0.000109,,,
NP_1129524,126129,CPT1C,OTHER,0.999879,0.000012,0.000109,,,
NP_1186681,126129,CPT1C,OTHER,0.999879,0.000012,0.000109,,,
NP_1129674,79763,ISOC2,OTHER,0.977554,0.0034,0.019046,,,
NP_1129673,79763,ISOC2,OTHER,0.975298,0.001904,0.022798,,,
NP_78986,79763,ISOC2,OTHER,0.974114,0.002129,0.023757,,,
NP_5026,5442,POLRMT,mTP,0.331213,0.000028,0.668759,CS pos: 41-42. RRS-SS. Pr: 0.2960,41,0.296
NP_1034936,2879,GPX4,SP,0.015249,0.742471,0.24228,CS pos: 25-26. GLA-GT. Pr: 0.6973,25,0.6973
NP_2076,2879,GPX4,SP,0.00812,0.739262,0.252619,CS pos: 25-26. GLA-GT. Pr: 0.6973,25,0.6973
NP_1034937,2879,GPX4,OTHER,0.999904,0.000006,0.00009,,,
NP_1678,513,ATP5F1D,mTP,0.000198,0.000046,0.999756,CS pos: 22-23. RAY-AE. Pr: 0.9060,22,0.906
NP_1001975,513,ATP5F1D,mTP,0.000198,0.000046,0.999756,CS pos: 22-23. RAY-AE. Pr: 0.9060,22,0.906
NP_77718,374291,NDUFS7,mTP,0.011797,0.003272,0.98493,CS pos: 29-30. ARG-VH. Pr: 0.4288,29,0.4288
NP_6821,10975,UQCR11,OTHER,0.54874,0.02079,0.43047,,,
NP_36590,26517,TIMM13,OTHER,0.960996,0.036877,0.002126,,,
NP_758455,116541,MRPL54,mTP,0.245698,0.00647,0.747832,CS pos: 35-36. RDY-AK. Pr: 0.5471,35,0.5471
NP_991330,125988,MICOS13,OTHER,0.421161,0.212407,0.366433,,,
NP_4784,9361,LONP1,mTP,0.197648,0.003119,0.799233,CS pos: 79-80. GAF-SG. Pr: 0.2893,79,0.2893
NP_1263409,9361,LONP1,OTHER,0.999138,0.000024,0.000838,,,
NP_1263408,9361,LONP1,mTP,0.224387,0.003794,0.771819,CS pos: 47-48. ITA-LT. Pr: 0.1566,47,0.1566
NP_6003,8192,CLPP,mTP,0.031369,0.000219,0.968412,CS pos: 56-57. RAL-PL. Pr: 0.2449,56,0.2449
NP_115682,84266,ALKBH7,mTP,0.08068,0.000497,0.918823,CS pos: 29-30. SRL-QD. Pr: 0.2183,29,0.2183
NP_77008,79085,SLC25A23,OTHER,0.999869,0.000067,0.000065,,,
NP_775908,284427,SLC25A41,OTHER,0.979747,0.008414,0.01184,,,
NP_1164626,100131801,PET100,OTHER,0.568276,0.42913,0.002594,,,
NP_4992,4701,NDUFA7,OTHER,0.500293,0.000065,0.499641,,,
NP_57040,51073,MRPL4,mTP,0.139273,0.000253,0.860474,CS pos: 21-22. QGL-SS. Pr: 0.3486,21,0.3486
NP_666499,51073,MRPL4,mTP,0.139273,0.000253,0.860474,CS pos: 21-22. QGL-SS. Pr: 0.3486,21,0.3486
NP_666500,51073,MRPL4,mTP,0.139273,0.000253,0.860474,CS pos: 21-22. QGL-SS. Pr: 0.3486,21,0.3486
NP_1026904,112812,FDX2,mTP,0.009353,0.000259,0.990388,CS pos: 45-46. RKF-QA. Pr: 0.4807,45,0.4807
NP_112486,81890,QTRT1,OTHER,0.913761,0.003207,0.083032,,,
NP_612367,90580,TIMM29,OTHER,0.543564,0.000575,0.455862,,,
NP_940938,374882,TMEM205,OTHER,0.998684,0.000948,0.000368,,,
NP_1138888,374882,TMEM205,OTHER,0.998684,0.000948,0.000368,,,
NP_212133,374882,TMEM205,OTHER,0.998684,0.000948,0.000368,,,
NP_1135936,51295,ECSIT,mTP,0.005365,0.000327,0.994308,CS pos: 48-49. AAH-SS. Pr: 0.3004,48,0.3004
NP_57665,51295,ECSIT,mTP,0.005365,0.000327,0.994308,CS pos: 48-49. AAH-SS. Pr: 0.3004,48,0.3004
NP_1135937,51295,ECSIT,mTP,0.038946,0.021018,0.940036,CS pos: 25-26. AAL-TG. Pr: 0.2044,25,0.2044
NP_1230133,51295,ECSIT,mTP,0.005365,0.000327,0.994308,CS pos: 48-49. AAH-SS. Pr: 0.3004,48,0.3004
NP_5800,7001,PRDX2,OTHER,0.999886,0.000075,0.00004,,,
NP_150,2639,GCDH,mTP,0.006184,0.000078,0.993738,CS pos: 23-24. RTW-VS. Pr: 0.4898,23,0.4898
NP_443082,90480,GADD45GIP1,mTP,0.358193,0.059962,0.581845,CS pos: 64-65. ARY-GA. Pr: 0.2265,64,0.2265
NP_39663,2639,GCDH,mTP,0.006184,0.000078,0.993738,CS pos: 23-24. RTW-VS. Pr: 0.4898,23,0.4898
NP_60192,55621,TRMT1,mTP,0.284584,0.018536,0.69688,CS pos: 23-24. ARF-FE. Pr: 0.2790,23,0.279
NP_1129507,55621,TRMT1,mTP,0.284584,0.018536,0.69688,CS pos: 23-24. ARF-FE. Pr: 0.2790,23,0.279
NP_1136026,55621,TRMT1,mTP,0.284584,0.018536,0.69688,CS pos: 23-24. ARF-FE. Pr: 0.2790,23,0.279
NP_2721,5566,PRKACA,OTHER,0.999983,0.000005,0.000012,,,
NP_997401,5566,PRKACA,OTHER,0.99998,0.000011,0.000008,,,
NP_76426,64981,MRPL34,mTP,0.165245,0.01004,0.824714,CS pos: 46-47. ARG-KA. Pr: 0.2609,46,0.2609
NP_1182351,84705,GTPBP3,OTHER,0.992832,0.007055,0.000113,,,
NP_116009,84705,GTPBP3,mTP,0.082892,0.003015,0.914094,CS pos: 24-25. RRS-SG. Pr: 0.1862,24,0.1862
NP_598399,84705,GTPBP3,mTP,0.082892,0.003015,0.914094,CS pos: 24-25. RRS-SG. Pr: 0.1862,24,0.1862
NP_1122327,84705,GTPBP3,mTP,0.082892,0.003015,0.914094,CS pos: 24-25. RRS-SG. Pr: 0.1862,24,0.1862
NP_116072,84769,MPV17L2,mTP,0.288627,0.05574,0.655633,CS pos: 37-38. ALM-AA. Pr: 0.2653,37,0.2653
NP_36313,23770,FKBP8,OTHER,0.999981,0.000018,0.000001,,,
NP_848621,284439,SLC25A42,OTHER,0.997767,0.001069,0.001164,,,
NP_57049,51079,NDUFA13,OTHER,0.999788,0.000032,0.00018,,,
NP_5994,7386,UQCRFS1,mTP,0.006435,0.000471,0.993094,CS pos: 78-79. VCY-SH. Pr: 0.6680,78,0.668
NP_1099040,390916,NUDT19,OTHER,0.794355,0.095646,0.109999,,,
NP_1854,1340,COX6B1,OTHER,0.958845,0.023585,0.01757,,,
NP_67055,58510,PRODH2,OTHER,0.888008,0.006522,0.10547,,,
NP_1036096,644096,SDHAF1,OTHER,0.995899,0.000206,0.003896,,,
NP_1855,1346,COX7A1,mTP,0.012026,0.000029,0.987944,CS pos: 21-22. RNR-FQ. Pr: 0.4659,21,0.4659
NP_60297,54938,SARS2,mTP,0.108334,0.000027,0.891639,CS pos: 34-35. RSF-TT. Pr: 0.2272,34,0.2272
NP_203526,6183,MRPS12,mTP,0.150018,0.035322,0.81466,CS pos: 25-26. RLW-AT. Pr: 0.3128,25,0.3128
NP_203527,6183,MRPS12,mTP,0.150018,0.035322,0.81466,CS pos: 25-26. RLW-AT. Pr: 0.3128,25,0.3128
NP_66930,6183,MRPS12,mTP,0.150018,0.035322,0.81466,CS pos: 25-26. RLW-AT. Pr: 0.3128,25,0.3128
NP_1139373,54938,SARS2,mTP,0.085583,0.000026,0.914392,CS pos: 34-35. RSF-TT. Pr: 0.2274,34,0.2274
NP_79152,79934,COQ8B,mTP,0.159168,0.001635,0.839197,CS pos: 46-47. KFY-QD. Pr: 0.2101,46,0.2101
NP_1136027,79934,COQ8B,mTP,0.104341,0.00104,0.894619,CS pos: 46-47. KFY-QD. Pr: 0.2086,46,0.2086
NP_1158255,593,BCKDHA,mTP,0.002263,0.001473,0.996264,CS pos: 45-46. QQF-SS. Pr: 0.6044,45,0.6044
NP_700,593,BCKDHA,mTP,0.002263,0.001473,0.996264,CS pos: 45-46. QQF-SS. Pr: 0.6044,45,0.6044
NP_55112,23474,ETHE1,mTP,0.474419,0.000221,0.52536,CS pos: 35-36. SCT-FT. Pr: 0.1928,35,0.1928
NP_6105,10452,TOMM40,OTHER,0.987404,0.012536,0.000059,,,
NP_1122388,10452,TOMM40,OTHER,0.987404,0.012536,0.000059,,,
NP_1122389,10452,TOMM40,OTHER,0.987404,0.012536,0.000059,,,
NP_1017989,80207,OPA3,OTHER,0.903482,0.001836,0.094682,,,
NP_79412,80207,OPA3,OTHER,0.866304,0.002825,0.13087,,,
NP_1075031,1760,DMPK,OTHER,0.998086,0.000271,0.001643,,,
NP_1275693,1760,DMPK,OTHER,0.965164,0.000171,0.034665,,,
NP_4400,1760,DMPK,OTHER,0.998086,0.000271,0.001643,,,
NP_1275695,1760,DMPK,OTHER,0.998086,0.000271,0.001643,,,
NP_1275694,1760,DMPK,OTHER,0.999554,0.000319,0.000126,,,
NP_1075032,1760,DMPK,OTHER,0.998444,0.001155,0.000401,,,
NP_1075029,1760,DMPK,OTHER,0.998086,0.000271,0.001643,,,
NP_1120712,27113,BBC3,OTHER,0.999811,0.000139,0.00005,,,
NP_1120713,27113,BBC3,OTHER,0.999021,0.000443,0.000536,,,
NP_55232,27113,BBC3,OTHER,0.999997,0.000002,0,,,
NP_1120714,27113,BBC3,OTHER,0.894954,0.103455,0.001591,,,
NP_60743,55260,TMEM143,mTP,0.098434,0.00254,0.899026,CS pos: 44-45. RAL-SS. Pr: 0.4146,44,0.4146
NP_64511,56848,SPHK2,OTHER,0.999987,0.000002,0.000011,,,
NP_1191088,56848,SPHK2,OTHER,0.999987,0.000002,0.000011,,,
NP_1191089,56848,SPHK2,OTHER,0.994495,0.000127,0.005378,,,
NP_1191087,56848,SPHK2,OTHER,0.999933,0.000014,0.000053,,,
NP_1230805,56848,SPHK2,OTHER,0.999543,0.000409,0.000049,,,
NP_1271254,587,BCAT2,OTHER,0.999945,0.000028,0.000027,,,
NP_1181,587,BCAT2,mTP,0.006233,0.001008,0.992759,CS pos: 27-28. RRY-AS. Pr: 0.8401,27,0.8401
NP_1158245,587,BCAT2,OTHER,0.987359,0.000095,0.012546,,,
NP_4315,581,BAX,OTHER,0.99977,0.00021,0.00002,,,
NP_620118,581,BAX,OTHER,0.995303,0.004682,0.000016,,,
NP_620116,581,BAX,OTHER,0.999513,0.000443,0.000044,,,
NP_620119,581,BAX,OTHER,0.999547,0.000408,0.000046,,,
NP_1976,2109,ETFB,OTHER,0.998952,0.00015,0.000898,,,
NP_1014763,2109,ETFB,mTP,0.368112,0.044876,0.587012,CS pos: 23-24. LRG-AV. Pr: 0.2821,23,0.2821
NP_4533,4696,NDUFA3,OTHER,0.66112,0.135077,0.203803,,,
NP_653214,125965,COX6B2,OTHER,0.933979,0.050279,0.015742,,,
NP_443097,92667,MGME1,mTP,0.423043,0.00092,0.576037,CS pos: 28-29. VAF-ST. Pr: 0.4368,28,0.4368
NP_1239604,84532,ACSS1,mTP,0.024629,0.001038,0.974333,CS pos: 37-38. RRA-AS. Pr: 0.5486,37,0.5486
NP_115890,84532,ACSS1,mTP,0.024629,0.001038,0.974333,CS pos: 37-38. RRA-AS. Pr: 0.5486,37,0.5486
NP_1239606,84532,ACSS1,mTP,0.024629,0.001038,0.974333,CS pos: 37-38. RRA-AS. Pr: 0.5486,37,0.5486
NP_1182,598,BCL2L1,OTHER,0.999853,0.000084,0.000063,,,
NP_612815,598,BCL2L1,OTHER,0.999907,0.000055,0.000038,,,
NP_57492,51654,CDK5RAP1,mTP,0.1925,0.016171,0.791329,CS pos: 33-34. RAH-SS. Pr: 0.2153,33,0.2153
NP_1265096,51654,CDK5RAP1,mTP,0.1925,0.016171,0.791329,CS pos: 33-34. RAH-SS. Pr: 0.2153,33,0.2153
NP_1265098,51654,CDK5RAP1,OTHER,0.99987,0.000031,0.000099,,,
NP_57166,51654,CDK5RAP1,OTHER,0.999869,0.000034,0.000097,,,
NP_1265097,51654,CDK5RAP1,mTP,0.1925,0.016171,0.791329,CS pos: 33-34. RAH-SS. Pr: 0.2153,33,0.2153
NP_1171906,55245,UQCC1,mTP,0.247361,0.000381,0.752258,CS pos: 53-54. RMY-TS. Pr: 0.3909,53,0.3909
NP_955781,55245,UQCC1,mTP,0.080272,0.000126,0.919602,CS pos: 76-77. RKL-ST. Pr: 0.2551,76,0.2551
NP_60714,55245,UQCC1,mTP,0.073704,0.000116,0.92618,CS pos: 76-77. RKL-ST. Pr: 0.2544,76,0.2544
NP_8830,3420,IDH3B,mTP,0.001825,0.000012,0.998163,CS pos: 26-27. RGL-ST. Pr: 0.2632,26,0.2632
NP_777280,3420,IDH3B,mTP,0.001825,0.000012,0.998163,CS pos: 26-27. RGL-ST. Pr: 0.2632,26,0.2632
NP_1245313,3420,IDH3B,mTP,0.001825,0.000012,0.998163,CS pos: 26-27. RGL-ST. Pr: 0.2632,26,0.2632
NP_110438,64949,MRPS26,mTP,0.141731,0.000015,0.858254,CS pos: 26-27. ARG-RK. Pr: 0.3031,26,0.3031
NP_68598,60493,FASTKD5,mTP,0.148383,0.000351,0.851266,CS pos: 69-70. RIL-TT. Pr: 0.2997,69,0.2997
NP_65797,57506,MAVS,OTHER,0.999988,0.000009,0.000003,,,
NP_1193420,57506,MAVS,OTHER,0.999985,0.000015,0,,,
NP_705904,80025,PANK2,OTHER,0.994722,0.00364,0.001638,,,
NP_705902,80025,PANK2,OTHER,0.95633,0.001169,0.0425,,,
NP_79236,80025,PANK2,OTHER,0.994722,0.00364,0.001638,,,
NP_1120930,54675,CRLS1,OTHER,0.999274,0.000639,0.000087,,,
NP_61968,54675,CRLS1,mTP,0.104396,0.001503,0.894101,CS pos: 69-70. NHC-SG. Pr: 0.1828,69,0.1828
NP_77025,79133,NDUFAF5,mTP,0.037354,0.000123,0.962523,CS pos: 37-38. PRG-ST. Pr: 0.2516,37,0.2516
NP_1034464,79133,NDUFAF5,mTP,0.054881,0.000159,0.94496,CS pos: 37-38. PRG-ST. Pr: 0.2511,37,0.2511
NP_1158283,100303755,PET117,SP,0.02454,0.972566,0.002894,CS pos: 22-23. VAG-VH. Pr: 0.6973,22,0.6973
NP_1239605,84532,ACSS1,OTHER,0.996017,0.000483,0.0035,,,
NP_115998,84701,COX4I2,mTP,0.248768,0.001484,0.749748,CS pos: 20-21. RRG-MH. Pr: 0.2759,20,0.2759
NP_899634,11264,PXMP4,OTHER,0.702524,0.272234,0.025242,,,
NP_9169,11264,PXMP4,OTHER,0.89622,0.020008,0.083772,,,
NP_66923,9054,NFS1,mTP,0.123414,0.001595,0.874991,CS pos: 39-40. APQ-SA. Pr: 0.1327,39,0.1327
NP_1185918,9054,NFS1,mTP,0.07413,0.00162,0.92425,CS pos: 39-40. APQ-SA. Pr: 0.1328,39,0.1328
NP_542786,140823,ROMO1,OTHER,0.972741,0.017306,0.009952,,,
NP_61328,55969,RAB5IF,OTHER,0.999965,0.000021,0.000015,,,
NP_1186463,55969,RAB5IF,OTHER,0.999953,0.00002,0.000027,,,
NP_955777,55969,RAB5IF,OTHER,0.999825,0.000105,0.000069,,,
NP_6800,10953,TOMM34,OTHER,0.999865,0.000088,0.000046,,,
NP_1122387,1591,CYP24A1,mTP,0.293462,0.000702,0.705836,CS pos: 33-34. TAY-TS. Pr: 0.3999,33,0.3999
NP_773,1591,CYP24A1,mTP,0.293462,0.000702,0.705836,CS pos: 33-34. TAY-TS. Pr: 0.3999,33,0.3999
NP_543011,116151,FAM210B,mTP,0.057537,0.026035,0.916428,CS pos: 58-59. GDC-RG. Pr: 0.1654,58,0.1654
NP_1243332,51012,PRELID3B,OTHER,0.999429,0.000297,0.000274,,,
NP_57129,51012,PRELID3B,OTHER,0.999543,0.000239,0.000218,,,
NP_8817,514,ATP5F1E,mTP,0.409743,0.004669,0.585588,CS pos: 15-16. IRY-SQ. Pr: 0.3297,15,0.3297
NP_56481,26164,MTG2,mTP,0.042271,0.000726,0.957002,CS pos: 51-52. ADL-AK. Pr: 0.2108,51,0.2108
NP_478061,54059,YBEY,OTHER,0.850018,0.000111,0.149871,,,
NP_1006114,54059,YBEY,OTHER,0.750773,0.000125,0.249101,,,
NP_59142,54148,MRPL39,mTP,0.264614,0.038207,0.697178,CS pos: 26-27. WRF-IA. Pr: 0.4234,26,0.4234
NP_542984,54148,MRPL39,mTP,0.264614,0.038207,0.697178,CS pos: 26-27. WRF-IA. Pr: 0.4234,26,0.4234
NP_1676,522,ATP5PF,mTP,0.006086,0.000003,0.993911,CS pos: 32-33. VAF-NK. Pr: 0.5048,32,0.5048
NP_1003697,522,ATP5PF,mTP,0.006086,0.000003,0.993911,CS pos: 32-33. VAF-NK. Pr: 0.5048,32,0.5048
NP_1003696,522,ATP5PF,mTP,0.006086,0.000003,0.993911,CS pos: 32-33. VAF-NK. Pr: 0.5048,32,0.5048
NP_1003703,522,ATP5PF,mTP,0.006086,0.000003,0.993911,CS pos: 32-33. VAF-NK. Pr: 0.5048,32,0.5048
NP_1003701,522,ATP5PF,mTP,0.220313,0.00073,0.778957,CS pos: 40-41. VAF-NK. Pr: 0.4762,40,0.4762
NP_445,6647,SOD1,OTHER,0.999782,0.000122,0.000096,,,
NP_60303,54943,DNAJC28,OTHER,0.632617,0.015693,0.351691,,,
NP_1035282,54943,DNAJC28,OTHER,0.632617,0.015693,0.351691,,,
NP_1688,539,ATP5PO,mTP,0.003553,0.000001,0.996446,CS pos: 23-24. VRP-FA. Pr: 0.5646,23,0.5646
NP_115865,64968,MRPS6,OTHER,0.978237,0.000756,0.021008,,,
NP_1227,874,CBR3,OTHER,0.761533,0.002087,0.236381,,,
NP_66553,4731,NDUFV3,OTHER,0.645548,0.000057,0.354396,,,
NP_1001503,4731,NDUFV3,mTP,0.080221,0.000077,0.919701,CS pos: 28-29. RGL-AS. Pr: 0.3299,28,0.3299
NP_937798,8209,GATD3A,mTP,0.014181,0.012716,0.973103,CS pos: 41-42. PRP-AA. Pr: 0.4886,41,0.4886
NP_4640,8209,GATD3A,mTP,0.01828,0.009584,0.972135,CS pos: 41-42. PRP-AA. Pr: 0.4885,41,0.4885
NP_1269441,10587,TXNRD2,mTP,0.000421,0.000007,0.999572,CS pos: 33-34. RGA-AA. Pr: 0.1743,33,0.1743
NP_6431,10587,TXNRD2,mTP,0.000421,0.000007,0.999572,CS pos: 33-34. RGA-AA. Pr: 0.1743,33,0.1743
NP_1231498,637,BID,OTHER,0.985087,0.007738,0.007175,,,
NP_1231496,637,BID,OTHER,0.999221,0.000754,0.000025,,,
NP_1187,637,BID,OTHER,0.999221,0.000754,0.000025,,,
NP_932071,637,BID,OTHER,0.985087,0.007738,0.007175,,,
NP_1231499,637,BID,OTHER,0.985087,0.007738,0.007175,,,
NP_1231501,637,BID,OTHER,0.985087,0.007738,0.007175,,,
NP_932070,637,BID,mTP,0.208065,0.001935,0.789999,CS pos: 43-44. CRA-AQ. Pr: 0.3176,43,0.3176
NP_4773,9342,SNAP29,OTHER,0.999984,0.000012,0.000004,,,
NP_71381,63929,XPNPEP3,mTP,0.105932,0.00075,0.893317,CS pos: 31-32. RRY-SL. Pr: 0.7241,31,0.7241
NP_1188,638,BIK,OTHER,0.999942,0.000049,0.000009,,,
NP_60299,27440,HDHD5,OTHER,0.875243,0.090556,0.034201,,,
NP_149061,27440,HDHD5,mTP,0.000772,0.000226,0.999002,CS pos: 36-37. RCY-AV. Pr: 0.8193,36,0.8193
NP_113669,83733,SLC25A18,OTHER,0.99645,0.002564,0.000986,,,
NP_1257664,23786,BCL2L13,OTHER,0.99851,0.001113,0.000378,,,
NP_1257658,23786,BCL2L13,OTHER,0.999069,0.000602,0.000329,,,
NP_56182,23786,BCL2L13,OTHER,0.999659,0.000289,0.000051,,,
NP_1257657,23786,BCL2L13,OTHER,0.985103,0.014317,0.00058,,,
NP_1257662,23786,BCL2L13,OTHER,0.999992,0.000007,0,,,
